step_uid,case_external_id,step_number,step_action_raw,step_expected_raw,mapped_keyword_id,mapping_confidence,mapping_notes,mapping_status
CCU-231797-1,CCU-231797,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_3 水位在高 顯示 Full,,,,unmapped
CCU-231798-1,CCU-231798,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_3 水位在高,,,,unmapped
CCU-231799-1,CCU-231799,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android GRAY_3 水位在中,,,,unmapped
CCU-231800-1,CCU-231800,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android GRAY_3 水位在低,,,,unmapped
CCU-231805-1,CCU-231805,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_3 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231806-1,CCU-231806,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_3 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231807-1,CCU-231807,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_3 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231808-1,CCU-231808,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_3 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231813-1,CCU-231813,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_2 水位在高 顯示 Full,,,,unmapped
CCU-231814-1,CCU-231814,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_2 水位在高,,,,unmapped
CCU-231815-1,CCU-231815,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android BLACK_2 水位在中,,,,unmapped
CCU-231816-1,CCU-231816,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android BLACK_2 水位在低,,,,unmapped
CCU-231821-1,CCU-231821,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 BLACK_2 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231822-1,CCU-231822,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 BLACK_2 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231823-1,CCU-231823,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 BLACK_2 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231824-1,CCU-231824,1,1.實體線路操作水位偵測地線放入水瓶中,面板 BLACK_2 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-230682-1,CCU-230682,1,power pro APP 連結 GEN1 面板,APP 可以正常使用,,,,unmapped
CCU-230897-1,CCU-230897,1,終端機輸入 curl --location 'https://us-central1-power-pro-by-wfco.cloudfunctions.net/app/api/qaTool/getPanelOperationLog?startDate=2025-03-04&endDate=2026-03-05&panelsn=30481d120147461',顯示LOG,,,,unmapped
CCU-231829-1,CCU-231829,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS FRESH 水位在高,,,,unmapped
CCU-231830-1,CCU-231830,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS FRESH 水位在中,,,,unmapped
CCU-231831-1,CCU-231831,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS FRESH 水位在低,,,,unmapped
CCU-231832-1,CCU-231832,1,1.實體線路操作水位偵測地線放入水瓶中,iOS FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231833-1,CCU-231833,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 FRESH 水位在高 [ 藍色燈 ],,,,unmapped
CCU-231834-1,CCU-231834,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 FRESH 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231835-1,CCU-231835,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 FRESH 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231836-1,CCU-231836,1,1.實體線路操作水位偵測地線放入水瓶中,面板 FRESH 水位是空的顯示 [ 紅色燈 ],,,,unmapped
CCU-231841-1,CCU-231841,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_1 水位在高 顯示 Full,,,,unmapped
CCU-231842-1,CCU-231842,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_1 水位在高,,,,unmapped
CCU-231843-1,CCU-231843,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS GRAY_1 水位在中,,,,unmapped
CCU-231844-1,CCU-231844,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS GRAY_1 水位在低,,,,unmapped
CCU-231845-1,CCU-231845,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_1 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231846-1,CCU-231846,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_1 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231847-1,CCU-231847,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_1 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231848-1,CCU-231848,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_1 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231853-1,CCU-231853,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_1 水位在高 顯示 Full,,,,unmapped
CCU-231854-1,CCU-231854,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_1 水位在高,,,,unmapped
CCU-231855-1,CCU-231855,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS BLACK_1 水位在中,,,,unmapped
CCU-231856-1,CCU-231856,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS BLACK_1 水位在低,,,,unmapped
CCU-231857-1,CCU-231857,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 BLACK_1 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231858-1,CCU-231858,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 BLACK_1 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231859-1,CCU-231859,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 BLACK_1 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231860-1,CCU-231860,1,1.實體線路操作水位偵測地線放入水瓶中,面板 BLACK_1 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231865-1,CCU-231865,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_2 水位在高 顯示 Full,,,,unmapped
CCU-231866-1,CCU-231866,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_2 水位在高,,,,unmapped
CCU-231867-1,CCU-231867,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS GRAY_2 水位在中,,,,unmapped
CCU-231868-1,CCU-231868,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS GRAY_2 水位在低,,,,unmapped
CCU-231869-1,CCU-231869,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_2 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231870-1,CCU-231870,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_2 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231871-1,CCU-231871,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_2 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231872-1,CCU-231872,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_2 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231877-1,CCU-231877,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_3 水位在高 顯示 Full,,,,unmapped
CCU-231878-1,CCU-231878,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_3 水位在高,,,,unmapped
CCU-231879-1,CCU-231879,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS GRAY_3 水位在中,,,,unmapped
CCU-231880-1,CCU-231880,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS GRAY_3 水位在低,,,,unmapped
CCU-231881-1,CCU-231881,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_3 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231882-1,CCU-231882,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_3 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231883-1,CCU-231883,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_3 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231884-1,CCU-231884,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_3 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231889-1,CCU-231889,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_2 水位在高 顯示 Full,,,,unmapped
CCU-231890-1,CCU-231890,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_2 水位在高,,,,unmapped
CCU-231891-1,CCU-231891,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS BLACK_2 水位在中,,,,unmapped
CCU-231892-1,CCU-231892,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS BLACK_2 水位在低,,,,unmapped
CCU-231893-1,CCU-231893,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 BLACK_2 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231894-1,CCU-231894,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 BLACK_2 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231895-1,CCU-231895,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 BLACK_2 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231896-1,CCU-231896,1,1.實體線路操作水位偵測地線放入水瓶中,面板 BLACK_2 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-210101-1,CCU-210101,1,power on device,MIC LED Green display normally,,,,unmapped
CCU-210101-2,CCU-210101,2,test voice command,voice command execute success,,,,unmapped
CCU-210102-1,CCU-210102,1,點擊Connect按鈕,按鈕閃爍並語音提示裝置代碼,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-210102-2,CCU-210102,2,app 完成配對,配對正常,,,,unmapped
CCU-210124-1,CCU-210124,1,1.讓 3511B 板 Brake 接上正極 （短路）,面板上 Lock Out 燈會亮起（紅燈）,,,,unmapped
CCU-210125-1,CCU-210125,1,1.面板 Water Heater GAS 按鈕按下 （顯示白燈) 2.讓3511B 板 DIS 接上正極 （短路）,面板 Water Heater GAS 由白燈轉紅燈 手機APP Water Heater GAS 那格會顯示 Dsi Fault,,,,unmapped
CCU-231262-1,CCU-231262,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD FRESH 水位在高,,,,unmapped
CCU-231263-1,CCU-231263,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD FRESH 水位在中,,,,unmapped
CCU-231264-1,CCU-231264,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD FRESH 水位在低,,,,unmapped
CCU-231280-1,CCU-231280,1,1.實體線路操作水位偵測地線放入水瓶中,LCD FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231281-1,CCU-231281,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android FRESH 水位在高,,,,unmapped
CCU-231282-1,CCU-231282,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android FRESH 水位在中,,,,unmapped
CCU-231283-1,CCU-231283,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android FRESH 水位在低,,,,unmapped
CCU-231284-1,CCU-231284,1,1.實體線路操作水位偵測地線放入水瓶中,Android FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231285-1,CCU-231285,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS FRESH 水位在高,,,,unmapped
CCU-231286-1,CCU-231286,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS FRESH 水位在中,,,,unmapped
CCU-231287-1,CCU-231287,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS FRESH 水位在低,,,,unmapped
CCU-231288-1,CCU-231288,1,1.實體線路操作水位偵測地線放入水瓶中,iOS FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231357-1,CCU-231357,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,APP GRAY_1 水位在高 顯示 Full,,,,unmapped
CCU-231265-1,CCU-231265,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD GRAY_1 水位在高,,,,unmapped
CCU-231266-1,CCU-231266,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD GRAY_1 水位在中,,,,unmapped
CCU-231267-1,CCU-231267,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD GRAY_1 水位在低,,,,unmapped
CCU-231366-1,CCU-231366,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_1 水位在高 顯示 Full,,,,unmapped
CCU-231362-1,CCU-231362,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_1 水位在高,,,,unmapped
